Sample,Magnification,Compound Compositions,Indent Composition,Hardness,Hv,Modulus,Stiffness^2 / Load,Pmax,Hmax,Reporting Depth
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 58.16%|CuTiAlCr : 40.09%|Unassigned : 1.37%|CuAlTi : 0.38%,6.666,630.1,154.37,4170.5,497.965,2062,398
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 34.44%|Unassigned : 8.18%|CuTiAl : 57.38%,5.805,548.7,151.46,4632.3,483.416,2041,427.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 36.51%|CuTiAlCr : 48.45%|Unassigned : 3.60%|CuAlTi : 11.44%,6.829,645.5,151.91,3958.5,556.437,2055,392.9
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 21.17%|CuAlTi : 8.27%|CuTiAl : 15.25%|CuTiAlCr : 55.32%,5.649,533.9,138.04,4044.7,451.635,2048,433.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 70.51%|CuAlTi : 13.49%|CuTiAlCr : 11.12%|Unassigned : 4.88%,5.443,514.5,151.23,4927.8,444.603,2043,442.2
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 43.34%|CuTiAlCr : 12.04%|Unassigned : 20.02%|CuAlTi : 24.61%,6.504,614.7,156.77,4390.6,512.009,2049,403
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 49.45%|CuTiAlCr : 40.34%|Unassigned : 7.09%|CuAlTi : 3.12%,6.414,606.2,149.35,4091.2,500.21,2047,406
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 14.54%|CuAlTi : 17.38%|Unassigned : 35.32%|CuTiAlCr : 32.76%,5.409,511.3,139.72,4315,466.239,2047,443.8
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 50.66%|CuTiAlCr : 35.23%|CuAlTi : 7.00%|Unassigned : 7.11%,7.764,733.9,153.66,3551.6,517.689,2057,367.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 13.89%|CuTiAl : 41.41%|Unassigned : 15.79%|CuAlTi : 28.91%,5.674,536.3,140.76,4167.6,472.002,2048,432.7
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 26.96%|Unassigned : 22.21%|CuTiAlCr : 42.23%|CuAlTi : 8.60%,7.916,748.2,162.97,3858.6,478.538,2048,364
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 12.96%|CuAlTi : 17.23%|CuTiAlCr : 44.09%|Unassigned : 25.72%,6.08,574.6,146.87,4191.7,468.795,2049,417.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuAlTi : 14.59%|Unassigned : 55.19%|CuTiAl : 9.36%|CuTiAlCr : 20.86%,6.537,617.8,154.72,4269.8,465.726,2048,402.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 16.43%|CuAlTi : 27.66%|CuTiAlCr : 25.13%|CuTiAl : 30.77%,6.143,580.6,153.08,4459.4,456.931,2048,415.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuAlTi : 0.77%|Unassigned : 14.92%|CuTiAlCr : 9.81%|CuTiAl : 74.49%,5.301,501.1,149.47,4956.8,448.776,2044,448.2
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 6.14%|CuAlTi : 1.34%|CuTiAlCr : 30.99%|CuTiAl : 61.53%,5.657,534.7,144.09,4355.9,463.507,2050,433.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 30.34%|CuTiAl : 31.51%|Unassigned : 37.15%|CuAlTi : 1.00%,5.365,507.1,134.94,4091.3,435.745,2022,445.7
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 61.56%|CuTiAl : 28.16%|Unassigned : 7.63%|CuAlTi : 2.66%,8.46,799.7,152.22,3206.3,539.129,2061,351.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 52.66%|CuAlTi : 7.38%|CuTiAlCr : 35.53%|Unassigned : 4.43%,5.463,516.4,153.84,5058.1,473.552,2026,441.3
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 36.63%|CuTiAl : 54.11%|Unassigned : 9.26%,5.844,552.4,149.04,4473.9,485.355,2026,426.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 43.30%|CuTiAl : 33.53%|Unassigned : 15.43%|CuAlTi : 7.73%,7.975,753.8,154.17,3477.9,532.12,2050,362.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 63.30%|CuTiAl : 11.21%|CuAlTi : 13.23%|Unassigned : 12.26%,8.097,765.3,155.99,3496.3,514.177,2058,359.7
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 19.53%|CuTiAlCr : 28.80%|CuAlTi : 34.05%|CuTiAl : 17.62%,6.15,581.3,148.48,4223.4,470.272,2047,415
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 12.56%|CuTiAlCr : 41.81%|CuTiAl : 44.99%|CuAlTi : 0.65%,6.607,624.4,147.85,3902.2,464.726,2046,399.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 36.05%|Unassigned : 16.17%|CuTiAlCr : 46.89%|CuAlTi : 0.90%,5.499,519.8,153.15,4985.7,488.766,2063,439.9
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuAlTi : 1.19%|CuTiAlCr : 81.99%|Unassigned : 16.82%,7.554,714,155.4,3723,500.857,2027,372.9
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 44.83%|CuTiAl : 54.33%|Unassigned : 0.84%,5.929,560.4,141.59,4029.8,493.02,2023,422.7
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 43.57%|CuTiAl : 42.82%|Unassigned : 7.76%|CuAlTi : 5.84%,6.826,645.1,151.65,3948.7,512.711,2051,393.2
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 49.96%|CuTiAl : 34.96%|Unassigned : 4.38%|CuAlTi : 10.71%,5.4,510.4,150.91,4948.5,485.196,2046,444.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 8.99%|CuTiAl : 58.44%|CuAlTi : 23.44%|Unassigned : 9.13%,5.459,516,143.94,4505.5,461.098,2046,441.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 29.57%|CuTiAl : 39.78%|Unassigned : 15.24%|CuAlTi : 15.41%,5.301,501,142.78,4574.7,463.715,2046,448.2
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 11.00%|Unassigned : 16.43%|CuTiAl : 68.99%|CuAlTi : 3.59%,5.463,516.4,135.05,4023.3,478.766,2046,441.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 44.83%|Unassigned : 10.40%|CuAlTi : 10.56%|CuTiAlCr : 34.21%,5.466,516.6,146.3,4631.1,471.993,2049,441.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 49.48%|CuTiAl : 46.44%|Unassigned : 4.08%,5.319,502.8,144.22,4639.7,459.72,2045,447.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 56.00%|CuTiAlCr : 37.90%|Unassigned : 3.43%|CuAlTi : 2.67%,5.351,505.7,137.35,4232.5,472.022,2047,446.2
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 38.11%|CuAlTi : 37.56%|CuTiAlCr : 15.13%|Unassigned : 9.20%,5.237,495,137.46,4329.9,438.52,2047,451.3
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 39.83%|CuTiAl : 38.09%|Unassigned : 9.36%|CuAlTi : 12.73%,5.671,536,135.89,3919.1,475.895,2049,432.9
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 70.16%|CuTiAlCr : 21.98%|Unassigned : 4.53%|CuAlTi : 3.33%,5.187,490.2,138.05,4405.8,491.201,2050,453.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 37.68%|CuTiAl : 48.94%|Unassigned : 10.92%|CuAlTi : 2.46%,5.922,559.8,151.83,4560.3,477.612,2047,423.3
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 63.48%|Unassigned : 4.82%|CuTiAl : 29.43%|CuAlTi : 2.27%,6.76,638.9,147.72,3808.1,506.728,2050,395
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 53.38%|CuTiAl : 27.52%|Unassigned : 18.11%|CuAlTi : 0.99%,5.109,482.9,140.7,4625.6,485.239,2045,457.1
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 47.99%|CuTiAl : 32.47%|Unassigned : 14.54%|CuAlTi : 4.99%,7.793,736.6,166.93,4085.2,510.186,2050,367
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 52.72%|CuTiAlCr : 34.14%|Unassigned : 9.72%|CuAlTi : 3.42%,7.196,680.2,158.28,4034.8,528.327,2051,382.6
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAlCr : 59.86%|CuTiAl : 27.07%|CuAlTi : 1.54%|Unassigned : 11.53%,5.991,566.3,134.62,3648.3,516.502,2060,420.8
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,Unassigned : 13.58%|CuAlTi : 2.30%|CuTiAlCr : 48.65%|CuTiAl : 35.48%,6.598,623.6,156,4291.4,471.552,2015,399.9
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuAlTi : 3.01%|Unassigned : 4.39%|CuTiAl : 59.00%|CuTiAlCr : 33.60%,5.068,479,131.57,4140.9,443.045,2018,458.8
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 46.64%|CuAlTi : 24.00%|CuTiAlCr : 25.13%|Unassigned : 4.22%,5.338,504.5,147.52,4811.2,477.261,2047,446.7
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 42.40%|Unassigned : 9.97%|CuAlTi : 6.43%|CuTiAlCr : 41.20%,7.769,734.3,164.7,4003.5,493.372,2048,367.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 79.43%|CuAlTi : 12.38%|Unassigned : 0.02%|CuTiAlCr : 8.17%,5.296,500.6,140.83,4469.2,452.651,2047,448.5
EP3086D,2_600X,CuTiAl = Cu: 48.93%-Ti: 24.62%-Al: 24.32%-Cr: 2.13% | CuTiAlCr = Cu: 37.09%-Ti: 26.2%-Al: 25.96%-Cr: 10.75% | CuAlTi = Cu: 57.36%-Al: 28.69%-Ti: 11.86%-Cr: 2.1% | Unassigned = Cu: 43.63%-Al: 25.06%-Ti: 19.15%-Cr: 12.15%,CuTiAl : 40.87%|CuAlTi : 4.83%|CuTiAlCr : 48.37%|Unassigned : 5.93%,5.758,544.2,144.34,4292.8,458.755,2045,429.6
